word,hyperonym,text,url
КОБЗА,инструмент,"Совокупность ручных орудий, используемых в какой-л. специальности или для какой-л. операции. — У наших столяров вы и сейчас увидите инструмент ну точь-в-точь такой, каким еще Петр Первый мастерил. Рубанки, рейсмусы, долота, стамески.
То же, что музыкальный инструмент . Струнные инструменты. Он артистически играл на гуслях, балалайке, гармонике, не пытаясь овладеть инструментом более благородным и трудным.
Музыкальный инструмент — прибор для извлечения музыкальных звуков.
[Лат. instrumentum]
Ко́бза́ — украинский лютнеподобный струнный щипковый музыкальный инструмент с 4 (и более) парными струнами. Кобза состоит из корпуса и грифа, на грифе расположены 8—10 навязных ладов, с помощью которых на каждой струне можно получить звуки хроматической гаммы. Также были инструменты без ладов. 
",https://kartaslov.ru/%D0%B7%D0%BD%D0%B0%D1%87%D0%B5%D0%BD%D0%B8%D0%B5-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BC%D0%B5%D0%BD%D1%82 
КОБЗА,лютня,"Лютня — струнный щипковый музыкальный инструмент с ладами на грифе и овальным корпусом. Исполнитель на лютне называется лютнистом, а мастер-изготовитель лютни и вообще любых струнных инструментов — лютье от фр. luthier.

Слово «лютня» вероятно, происходит от араб. العود‎ — аль-‘уд, «древесина», хотя недавние исследования Экхарда Нойбауэра доказывают, что слово ‘уд просто является арабизированным вариантом персидского слова руд, имеющего значения струны, струнного инструмента, или лютни. В то же время, Джанфранко Лотти считает, что в раннем исламе «дерево» было термином с пренебрежительной коннотацией, обусловленной существовавшим в нём запретом на любую инструментальную музыку. Кобза  украинский лютнеподобный инструмент.",https://kartaslov.ru/%D0%B7%D0%BD%D0%B0%D1%87%D0%B5%D0%BD%D0%B8%D0%B5-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D0%BB%D1%8E%D1%82%D0%BD%D1%8F
КОБЗА,бандура,"Банду́ра — украинский народный струнный щипковый музыкальный инструмент. Имеет овальный корпус и короткий гриф. Струны (на старых инструментах — 12-25, на современных — 53-70) частью натягиваются над грифом (так называемые басы"", более длинные, низко звучащие), частью же прикрепляются к деке (так называемые приструнки, более короткие, звучащие высоко). Бандура отличается полнотой звучания и ярким характерным тембром. Строй бандуры смешанный, в нижнем регистре квартово-секундовый, в верхнем преимущественно диатонический, в современных инструментах — хроматический. Играют на бандуре, защипывая струны пальцами с надетыми специальными ""ногтями"" или без них. 
И взошедший месяц долго еще видел толпы музыкантов, проходивших по улицам с бандурами, турбанами, круглыми балалайками, и церковных песельников, которых держали на Сечи для пенья в церкви и для восхваленья запорожских дел. Кобза – украинский народный щипковый инструмент.
",https://kartaslov.ru/%D0%B7%D0%BD%D0%B0%D1%87%D0%B5%D0%BD%D0%B8%D0%B5-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D0%B1%D0%B0%D0%BD%D0%B4%D1%83%D1%80%D0%B0
КОБЗА,щипковый,"Щипковые музыкальные инструменты — струнные музыкальные инструменты (арфа, балалайка, бандура, гитара, домбра и т. п.), из которых звуки извлекаются щипком. 
О струнных музыкальных инструментах: такой, из к-рого звуки извлекаются щипком (прикосновением пальцев или же особых пластинок к струнам); 
Струнные щипковые музыкальные инструменты — группа струнных музыкальных инструментов, источником звука которых являются натянутые струны, а звукоизвлечение осуществляется защипыванием струн пальцами, плектром или другим приспособлением. ",https://kartaslov.ru/%D0%B7%D0%BD%D0%B0%D1%87%D0%B5%D0%BD%D0%B8%D0%B5-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D1%89%D0%B8%D0%BF%D0%BA%D0%BE%D0%B2%D1%8B%D0%B9
КОБЗА,украинский,"украинский относящийся к Украине или её народу
Среди множества этих усердных богомольцев отличались от всех, не столько одеждою, сколько бодрым и воинственным видом, украинские казаки, присланные с богатыми дарами от гетмана малороссийского. 
 КОБЗА, Старинный украинский щипковый музыкальный инструмент.",https://kartaslov.ru/%D0%B7%D0%BD%D0%B0%D1%87%D0%B5%D0%BD%D0%B8%D0%B5-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D1%83%D0%BA%D1%80%D0%B0%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9
КОБЗАРЬ,певец,"певец тот, кто умеет петь, кто хорошо поет. Уж не раз доходили до меня слухи об Яшке-Турке, как об лучшем певце в околотке.
тот, кто поёт, занимается пением; исполнитель вокальной музыки: песен, романсов, арий, хоров и т. п.; музыкант, исполняющий музыку на музыкальном инструменте, которым является его собственный голос. Певец — наиболее распространённая разновидность вокалиста. 
Актер из драматического театра читал, певец пел, художники рисовали в альбомы, которых у Ольги Ивановны было множество, виолончелист играл, и сама хозяйка тоже рисовала, лепила, пела и аккомпанировала.  Кобзарь певец акомпанирующий себе кобзой.",https://kartaslov.ru/%D0%B7%D0%BD%D0%B0%D1%87%D0%B5%D0%BD%D0%B8%D0%B5-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D0%BF%D0%B5%D0%B2%D0%B5%D1%86
КОБЗАРЬ,музыкант,"музыкант
человек, играющий на музыкальном инструменте, исполняющий музыку
человек, занимающийся музыкой профессионально, специалист в области музыки
Скрывшиеся в траве музыканты играли старательно, вкладывая в, казалось бы, ненужное, но прекрасное ремесло душу и всё умение, на которое были способны.
Но он не был великим музыкантом.
Места для уличных музыкантов никогда не бывают пустыми, если один уходит домой, его место тут же занимает другой.
КОБЗАРЬ Украинский народный певец, сопровождающий свое пение игрой на кобзе.
",https://kartaslov.ru/%D0%B7%D0%BD%D0%B0%D1%87%D0%B5%D0%BD%D0%B8%D0%B5-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D0%BC%D1%83%D0%B7%D1%8B%D0%BA%D0%B0%D0%BD%D1%82
КОБЗАРЬ,народный,"Народный Тесно связанный с народом, соответствующий духу народа, его культуре, мировоззрению.
связанный, соотносящийся по значению с существительным народ; свойственный, характерный для него.
Сотрудничество с ней могло дать нам всё необходимое для восстановления разрушенного народного хозяйства.
Для перевоспитания своей коллегии народный комиссар применял, надо признать, своеобразные методы.
Опорой марокканской и иорданской монархий в народных массах их стран является происхождение правящих династий, восходящее к потомкам пророка.
Кобзарь украинский народный певец, аккомпанирующий себе на кобзе.
Вот мы сидим себе под деревом, и в ожидании обеда, настроивши кобзу, заиграл мой кобзарь.",https://kartaslov.ru/%D0%B7%D0%BD%D0%B0%D1%87%D0%B5%D0%BD%D0%B8%D0%B5-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D1%8B%D0%B9
КОБЗАРЬ,исполнитель,"Исполнитель (автор исполнения) – физическое лицо, творческим трудом которого создано исполнение: артист-исполнитель (актер, певец, музыкант, танцор или другое лицо, которое играет роль, читает, декламирует, поет, играет на музыкальном инструменте или иным образом участвует в исполнении произведения литературы, искусства или народного творчества, в том числе эстрадного, циркового или кукольного номера), а также режиссёр-постановщик спектакля (лицо, осуществившее постановку театрального, циркового, кукольного, эстрадного или иного театрально-зрелищного представления) и дирижер. Кобзарь исполнитель народных украинских песен акомпонирующий себе кобзой.",https://kartaslov.ru/%D0%B7%D0%BD%D0%B0%D1%87%D0%B5%D0%BD%D0%B8%D0%B5-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D0%B8%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D1%8C
КОБЗАРЬ,бандурист,"Бандурист, бандурник, бандурщик — музыкант, играющий на бандуре. Слепые бандуристы, которые жили и работали в сельской среде в прошлом назывались кобзарями. ",https://kartaslov.ru/%D0%B7%D0%BD%D0%B0%D1%87%D0%B5%D0%BD%D0%B8%D0%B5-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D0%B1%D0%B0%D0%BD%D0%B4%D1%83%D1%80%D0%B8%D1%81%D1%82
КОВРИЖКА,блюдо,"Блюдо — кушанье, приготовленная еда из нескольких ингредиентов. Как правило подразделяется на первое блюдо (бульоны, супы), второе (мясо, рыба с гарниром, каши и пр.), третье (напитки, сладкие десерты). Также может определяться при отношении того или иного вида кушанья к национальной кухне (к примеру, «Гуляш — национальное венгерское блюдо»). Коврижка — плоское и высокое пряничное изделие, состоящее из пластов толщиной не менее 3 см, прослоенных начинкой или без неё. Блюдо русской кухни. Слово «коврижка» происходит от «коврига», что означает цельный хлеб. ",https://kartaslov.ru/%D0%B7%D0%BD%D0%B0%D1%87%D0%B5%D0%BD%D0%B8%D0%B5-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D0%B1%D0%BB%D1%8E%D0%B4%D0%BE
КОВРИЖКА,хлеб,"Хлеб пищевой продукт, выпекаемый из муки.  Коврижка — изделие из пряничного теста размером от совсем небольшого до 1—1,5 метра в длину, до 1 метра в ширину, и высотой 6—10 сантиметров. Вес коврижек иногда достигает пуда и более. Популярное блюдо русской кухни. Слово «коврижка» происходит от «коврига», что означает цельный хлеб.",https://kartaslov.ru/%D0%B7%D0%BD%D0%B0%D1%87%D0%B5%D0%BD%D0%B8%D0%B5-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D0%BA%D0%BE%D0%B2%D1%80%D0%B8%D0%B6%D0%BA%D0%B0
КОВРИЖКА,пряничное изделие,"Коврижка — плоское и высокое пряничное изделие, состоящее из пластов толщиной не менее 3 см, прослоенных начинкой или без неё. Блюдо русской кухни. Слово «коврижка» происходит от «коврига», что означает цельный хлеб. ",
КОВРИЖКА,постное блюдо,"ПО́СТНЫЙ,Не содержащий мясного и молочного; противоп. скоромный (в 1 знач.). Постное масло (растительное, преимущественно подсолнечное). (Малый академический словарь, МАС) Коврижка — изделие из пряничного теста размером от совсем небольшого до 1—1,5 метра в длину, до 1 метра в ширину, и высотой 6—10 сантиметров. Вес коврижек иногда достигает пуда и более. Популярное блюдо русской кухни. Слово «коврижка» происходит от «коврига», что означает цельный хлеб.

История коврижек и пряников на Руси начинается с 9 века, только тогда они назывались медовыми лепешками и изготавливались из муки, меда и ягодного сока.

Появление слова «коврижка» разные источники относят к XIII—XV векам.

Основные ингредиенты коврижки: мука, мёд, изюм, орехи, сахар.

Часто коврижка состоит из двух слоёв теста и слоя варенья либо повидла между ними. Верхний слой теста покрывается глазурью, приготовленной из сахарной пудры.

Благодаря содержанию мёда, коврижка долго не черствеет.

Часто эту выпечку называют постной, так как она разрешена к употреблению во время не слишком строгих дней поста, и при довольно скудном постном питании такая еда — настоящее лакомство. ",https://kartaslov.ru/%D0%B7%D0%BD%D0%B0%D1%87%D0%B5%D0%BD%D0%B8%D0%B5-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D0%BA%D0%BE%D0%B2%D1%80%D0%B8%D0%B6%D0%BA%D0%B0
КОВРИЖКА,медовыми лепешками," Коврижка — изделие из пряничного теста размером от совсем небольшого до 1—1,5 метра в длину, до 1 метра в ширину, и высотой 6—10 сантиметров. Вес коврижек иногда достигает пуда и более. Популярное блюдо русской кухни. Слово «коврижка» происходит от «коврига», что означает цельный хлеб.

История коврижек и пряников на Руси начинается с 9 века, только тогда они назывались медовыми лепешками и изготавливались из муки, меда и ягодного сока.",https://kartaslov.ru/%D0%B7%D0%BD%D0%B0%D1%87%D0%B5%D0%BD%D0%B8%D0%B5-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D0%BA%D0%BE%D0%B2%D1%80%D0%B8%D0%B6%D0%BA%D0%B0
КОВЫЛЬ,Poaceae,"Ковыль (лат. Stipa) — род многолетних однодольных травянистых растений из семейства Злаки, или Мятликовые (Poaceae). ",https://kartaslov.ru/%D0%B7%D0%BD%D0%B0%D1%87%D0%B5%D0%BD%D0%B8%D0%B5-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D0%BA%D0%BE%D0%B2%D1%8B%D0%BB%D1%8C
КОВЫЛЬ,Злаки," Ковыль (лат. Stipa) — род многолетних однодольных травянистых растений из семейства Злаки, или Мятликовые (Poaceae). ",https://kartaslov.ru/%D0%B7%D0%BD%D0%B0%D1%87%D0%B5%D0%BD%D0%B8%D0%B5-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D0%BA%D0%BE%D0%B2%D1%8B%D0%BB%D1%8C
КОВЫЛЬ,многолетня трава," Ковыль (лат. Stipa) — род многолетних однодольных травянистых растений из семейства Злаки, или Мятликовые (Poaceae). ",https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%B2%D1%8B%D0%BB%D1%8C
КОВЫЛЬ,однодольная трава," Ковыль (лат. Stipa) — род многолетних однодольных травянистых растений из семейства Злаки, или Мятликовые (Poaceae). ",https://kartaslov.ru/%D0%B7%D0%BD%D0%B0%D1%87%D0%B5%D0%BD%D0%B8%D0%B5-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D0%BA%D0%BE%D0%B2%D1%8B%D0%BB%D1%8C
КОВЫЛЬ,гнущаяся трава,"Связь ковы́ль с ковыля́ть «хромать», «гнуть», с.-в.-р. (едва ли первонач. «гнущаяся трава»), вероятно, не более как народн. Этимология.",https://ru.wiktionary.org/wiki/%D0%BA%D0%BE%D0%B2%D1%8B%D0%BB%D1%8C
КОЖГАЛАНТЕРЕЯ,ГАЛАНТЕРЕЯ,"ГАЛАНТЕРЕЯ Некоторые товары, являющиеся мелкой принадлежностью туалета, личного обихода. КОЖГАЛАНТЕРЕЯ галантерейные товары из натуральной или искусственной кожи",https://kartaslov.ru/%D0%BA%D0%B0%D1%80%D1%82%D0%B0-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D0%BA%D0%BE%D0%B6%D0%B3%D0%B0%D0%BB%D0%B0%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%8F
КОЖГАЛАНТЕРЕЯ,КОЖА," КОЖГАЛАНТЕРЕЯ галантерейные товары из натуральной или искусственной кожи. 
Кожа — прочный и гибкий долговечный материал, получаемый путём выделки шкур в условиях традиционного хозяйства или промышленного предприятия. Отдельную категорию представляет меховое производство. ",https://kartaslov.ru/%D0%BA%D0%B0%D1%80%D1%82%D0%B0-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D0%BA%D0%BE%D0%B6%D0%B3%D0%B0%D0%BB%D0%B0%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%8F
КОЖГАЛАНТЕРЕЯ,товар, КОЖГАЛАНТЕРЕЯ галантерейные товары из натуральной или искусственной кожи. ,https://kartaslov.ru/%D0%BA%D0%B0%D1%80%D1%82%D0%B0-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D0%BA%D0%BE%D0%B6%D0%B3%D0%B0%D0%BB%D0%B0%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%8F
КОЖГАЛАНТЕРЕЯ,Бутик,"Бутик (от фр. boutique «небольшой магазин», «лавка») — небольшой узкоспециализированный магазин с ограниченным кругом клиентов. В бутиках обычно продаётся модная дорогая одежда или ювелирные изделия. А по пути в парикмахерскую мы забрели в кожгалантерею, и я купила маме сумку и платок.",https://kartaslov.ru/%D0%BA%D0%B0%D1%80%D1%82%D0%B0-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D0%BA%D0%BE%D0%B6%D0%B3%D0%B0%D0%BB%D0%B0%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%8F
КОЖГАЛАНТЕРЕЯ,Мастерская,"Каждый день, посещая свой цех, или банк, или мастерскую по ремонту кожгалантереи, человек подпитывается служебной информацией, болезненно переживает, если есть в ней что-либо неприятное, а потом со спокойной совестью выливает ушат негативных эмоций, домыслов и слухов как на своих близких, так и на стены родного дома, тем самым создавая замкнутый круг, из которого можно вырваться одним лишь способом: вовремя отсечь источник информации.",https://kartaslov.ru/%D0%BA%D0%B0%D1%80%D1%82%D0%B0-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D0%BA%D0%BE%D0%B6%D0%B3%D0%B0%D0%BB%D0%B0%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%8F
